EmployeeID,Age,Department,JobLevel,YearsAtCompany,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome
EMP4685,44,Operations,2,2,6637,4,4,Yes,20.5
EMP4686,30,Engineering,2,5,9244,2,3,Yes,3.8
EMP4687,28,IT,1,0,5903,3,1,No,33.1
EMP4688,23,Engineering,1,0,5339,4,3,No,18.1
EMP4689,33,Marketing,1,2,4414,5,1,No,3.9
EMP4690,37,IT,1,1,5804,3,4,Yes,19.3
EMP4691,40,IT,3,11,12043,4,3,Yes,13.7
EMP4692,47,Finance,4,23,14989,3,3,No,8
EMP4693,43,Engineering,3,5,12012,3,3,No,15.3
EMP4694,36,Sales,3,9,9038,5,3,No,3.9
EMP4695,36,Sales,3,10,9887,3,3,No,8.8
EMP4696,43,Finance,3,15,12002,4,1,No,4.4
EMP4697,50,HR,4,26,13090,4,3,No,4.8
EMP4698,39,Marketing,4,15,12651,4,4,No,17.5
EMP4699,33,HR,3,7,7447,3,2,No,6.1
EMP4700,28,HR,1,1,4419,3,4,No,5.3
EMP4701,23,Marketing,1,0,5426,5,4,No,10.9
EMP4702,44,IT,5,21,18387,3,4,Yes,3.2
EMP4703,43,Sales,3,8,8858,4,4,No,3.4
EMP4704,43,Operations,3,20,10898,3,4,No,13.8
EMP4705,36,Engineering,3,10,12584,2,2,No,9.2
EMP4706,52,Finance,3,18,12029,5,3,Yes,8.2
EMP4707,33,IT,1,1,6174,3,3,No,16.5
EMP4708,47,Engineering,3,23,14321,4,1,No,5.3
EMP4709,37,Sales,1,0,4552,4,4,No,4.6
EMP4710,31,Sales,3,9,8758,4,3,No,9.7
EMP4711,43,Sales,4,15,12561,3,3,No,3.5
EMP4712,42,Finance,4,17,14378,4,4,Yes,12
EMP4713,41,Sales,2,2,6276,4,2,Yes,7.1
EMP4714,38,Sales,1,0,4727,2,2,No,3.9
EMP4715,37,Finance,2,5,8340,2,2,No,13.6
EMP4716,60,Marketing,3,18,10982,3,2,No,13.2
EMP4717,49,Engineering,3,21,14714,3,2,No,10.2
EMP4718,45,Marketing,5,18,15814,4,3,No,5.2
EMP4719,39,Finance,4,10,13589,4,2,No,14.5
EMP4720,48,Sales,5,26,15584,3,4,Yes,21.3
EMP4721,43,Marketing,3,7,10057,2,4,Yes,2.9
EMP4722,38,Operations,2,4,6528,2,2,Yes,10.4
EMP4723,34,Engineering,1,3,7020,3,4,No,13.8
EMP4724,37,Operations,2,8,7870,5,2,No,20
EMP4725,22,Operations,1,0,4055,4,2,No,15.7
EMP4726,40,Operations,3,14,9998,5,3,No,5
EMP4727,33,Finance,2,4,8613,4,4,No,10
EMP4728,53,Finance,4,27,16494,3,4,No,6.6
EMP4729,38,Operations,3,13,10145,1,3,No,7.5
EMP4730,26,Finance,2,3,8575,5,3,No,6.8
EMP4731,37,HR,2,7,6858,3,3,Yes,2.4
EMP4732,27,Sales,2,3,6432,5,3,Yes,10.3
EMP4733,42,Engineering,5,16,18151,4,3,No,13.3
EMP4734,40,Sales,1,1,4127,4,2,No,1.4
EMP4735,47,Engineering,4,19,16280,3,1,No,8.7
EMP4736,30,HR,1,1,4309,4,4,Yes,1.8
EMP4737,38,IT,4,10,13544,4,3,No,4
EMP4738,24,IT,1,1,5715,4,2,Yes,4.9
EMP4739,45,Operations,3,18,9889,4,4,No,9.7
EMP4740,43,IT,3,13,12741,5,4,No,12.3
EMP4741,42,IT,2,10,9472,1,4,No,10.9
EMP4742,38,Operations,2,8,6368,3,2,No,9.8
EMP4743,42,Sales,3,6,9222,4,3,Yes,1
EMP4744,54,Engineering,3,19,13753,4,4,No,7
EMP4745,35,Marketing,1,0,5062,3,3,No,10
EMP4746,39,Sales,1,2,4248,4,3,Yes,6.7
EMP4747,27,Operations,3,5,8603,4,2,No,12.3
EMP4748,29,Sales,3,7,9093,3,3,No,9.8
EMP4749,38,Engineering,1,3,6363,3,3,No,8.8
EMP4750,49,Sales,4,25,13021,3,3,Yes,4.7
EMP4751,35,HR,3,9,7939,5,3,No,7.5
EMP4752,35,Marketing,1,1,7199,5,2,Yes,4.6
EMP4753,33,Finance,3,7,10373,4,3,Yes,9.4
EMP4754,32,Engineering,3,6,10646,5,3,No,5.9
EMP4755,40,Marketing,2,9,8157,2,3,No,6.4
EMP4756,23,Finance,1,0,5404,3,2,No,5
EMP4757,50,Operations,4,17,11331,5,3,No,6.1
EMP4758,31,Engineering,1,4,6189,3,2,Yes,1.6
EMP4759,45,Sales,4,21,12990,4,3,No,5.8
EMP4760,25,Sales,1,0,4682,5,2,No,19.2
EMP4761,44,Operations,3,17,9409,3,3,No,1.6
EMP4762,44,Engineering,1,1,5952,3,4,Yes,16.8
EMP4763,41,Sales,3,12,9899,2,4,No,6.2
EMP4764,28,Sales,3,6,8880,5,4,No,35.4
EMP4765,40,Operations,2,13,7486,5,3,No,3.9
EMP4766,26,Marketing,1,1,4637,3,2,No,10.1
EMP4767,35,HR,4,13,11614,5,4,No,8.6
EMP4768,48,Marketing,2,3,6281,4,3,No,8.6
EMP4769,45,Sales,2,14,8912,2,3,No,17.7
EMP4770,38,Engineering,3,7,11278,1,2,No,21.5
EMP4771,28,Engineering,3,6,11820,1,2,Yes,9.2
EMP4772,44,Engineering,3,13,12789,2,2,Yes,7.2
EMP4773,38,Operations,2,8,6560,4,3,No,26.8
EMP4774,22,Marketing,1,0,4903,3,4,No,3.3
EMP4775,45,Finance,3,19,12551,5,3,No,7.2
EMP4776,37,Sales,1,2,4813,3,3,No,6
EMP4777,50,Engineering,4,25,17590,4,3,Yes,4.1
EMP4778,27,Sales,1,0,5211,3,2,No,6.2
EMP4779,22,Finance,1,0,5116,2,2,No,13.1
EMP4780,40,Engineering,3,15,13222,5,4,Yes,10.3
EMP4781,40,Engineering,2,3,9359,3,4,Yes,24.6
EMP4782,22,Finance,1,0,5283,5,3,No,1.8
EMP4783,28,IT,1,2,6399,5,1,Yes,9.5
EMP4784,60,Sales,3,7,10340,4,2,No,7.1
EMP4785,34,Sales,2,2,6029,1,4,Yes,10.8
EMP4786,45,Sales,4,18,12839,5,2,Yes,5.3
EMP4787,31,Finance,3,8,10596,2,3,No,4.3
EMP4788,22,Sales,1,0,4187,5,3,No,4.7
EMP4789,36,Marketing,2,2,7062,4,3,Yes,17
EMP4790,35,Marketing,2,3,7671,3,2,No,10.1
EMP4791,34,Engineering,3,8,13013,4,1,No,7.2
EMP4792,36,Sales,3,11,9451,3,1,No,8.9
EMP4793,40,Engineering,2,3,9354,4,3,No,3.5
EMP4794,36,Sales,4,10,10949,3,3,No,5.1
EMP4795,25,Sales,1,2,4580,3,4,No,8.9
EMP4796,42,HR,3,15,10106,3,3,No,2.4
EMP4797,22,Finance,1,0,5978,3,3,No,9.8
EMP4798,22,Sales,1,0,4294,3,3,No,8
EMP4799,45,Marketing,3,22,11997,2,3,No,14.7
EMP4800,43,Sales,4,21,13284,4,4,No,5.8
EMP4801,37,Finance,1,0,5172,3,3,No,8.7
EMP4802,24,Operations,1,1,4110,4,3,No,8.4
EMP4803,30,Operations,3,7,8409,3,4,Yes,11.3
EMP4804,35,Engineering,1,0,5910,5,3,Yes,15.8
EMP4805,22,Marketing,1,0,4708,5,2,No,4.1
EMP4806,30,Operations,2,3,5512,5,2,No,6.4
EMP4807,44,Sales,5,21,15626,3,3,Yes,7.3
EMP4808,52,Marketing,2,5,8160,1,3,No,6.3
EMP4809,33,Operations,3,6,8416,3,4,Yes,9.8
EMP4810,45,Engineering,3,13,12380,5,2,No,8.5
EMP4811,22,HR,1,0,4601,4,2,No,3.6
EMP4812,44,Finance,4,10,13833,3,2,No,4.4
EMP4813,29,Sales,1,3,4625,4,4,Yes,3.3
EMP4814,41,Engineering,2,13,10603,4,2,Yes,1
EMP4815,35,Engineering,1,4,6640,4,4,No,6.3
EMP4816,51,Sales,2,4,6967,3,3,No,8.2
EMP4817,29,Sales,2,7,7780,3,1,No,3.6
EMP4818,44,Engineering,4,19,16300,4,2,No,13.2
EMP4819,35,Sales,2,5,7476,4,2,Yes,10.1
EMP4820,36,Marketing,2,6,8816,3,2,No,11.4
EMP4821,36,Engineering,2,9,10041,3,4,Yes,8.7
EMP4822,29,Sales,3,6,10175,3,3,No,7.1
EMP4823,37,Engineering,3,9,12747,5,1,No,16.7
EMP4824,37,Sales,1,0,4377,3,3,Yes,2.6
EMP4825,40,Engineering,3,8,11243,5,4,No,21.4
EMP4826,38,Engineering,2,2,9302,4,3,Yes,4.3
EMP4827,45,Finance,1,3,5304,5,3,No,10
EMP4828,47,Engineering,4,15,15527,2,3,No,10.5
EMP4829,27,Engineering,2,5,9511,2,2,No,17.5
EMP4830,46,Finance,3,13,11313,3,4,Yes,15
EMP4831,26,HR,1,4,4285,4,3,No,4.7
EMP4832,43,Marketing,3,17,11017,3,1,No,12.6
EMP4833,44,Operations,4,15,12522,2,4,No,30.2
EMP4834,22,Sales,1,0,4867,4,3,No,9.5
EMP4835,38,IT,4,15,14648,3,2,No,13.3
EMP4836,33,IT,1,1,5179,4,2,Yes,3.8
EMP4837,30,Engineering,3,6,11264,5,3,No,7.6
EMP4838,51,Operations,4,24,12525,5,3,No,11.5
EMP4839,31,Operations,3,8,8482,3,2,No,1.1
EMP4840,29,IT,2,6,9415,2,3,No,5.3
EMP4841,38,Finance,4,15,13644,3,2,No,8.2
EMP4842,44,Finance,2,2,8543,2,2,No,5.9
EMP4843,36,Sales,1,0,3596,1,4,No,6.8
EMP4844,49,HR,4,22,12062,5,2,No,35.7
EMP4845,43,Sales,3,7,8801,5,3,No,5.7
EMP4846,22,Engineering,1,0,6497,3,2,No,2.5
EMP4847,32,IT,1,1,6670,4,2,Yes,5.8
EMP4848,32,Sales,3,8,9704,3,2,No,5.1
EMP4849,42,Finance,4,19,15171,3,3,No,10.9
EMP4850,22,Sales,1,0,4365,4,2,Yes,20.4
EMP4851,60,Sales,4,31,15220,4,2,No,1.8
EMP4852,43,HR,2,2,5399,4,3,No,4.7
EMP4853,39,Sales,3,7,9373,5,1,No,10.3
EMP4854,49,IT,4,26,17202,1,3,No,6.1
EMP4855,60,Sales,1,1,5108,5,3,No,9.3
EMP4856,46,Sales,4,18,12864,3,4,No,3.8
EMP4857,47,Sales,3,16,10750,3,3,No,21.5
EMP4858,39,Engineering,1,4,7046,1,3,No,7.1
EMP4859,36,Sales,2,3,6683,4,3,Yes,9.9
EMP4860,33,HR,1,0,4713,4,3,Yes,10.2
EMP4861,29,HR,1,1,5178,5,3,No,22.4
EMP4862,31,Sales,2,8,6575,2,3,Yes,10
EMP4863,24,Sales,1,1,4453,3,3,No,5.3
EMP4864,37,Operations,2,5,6072,3,3,No,5.1
EMP4865,22,HR,1,0,3673,3,1,No,4.9
EMP4866,39,Engineering,4,10,14761,3,2,Yes,3.3
EMP4867,37,Finance,1,1,5885,3,1,No,9.2
EMP4868,39,Finance,2,11,9267,2,3,No,1.4
EMP4869,32,Operations,3,8,9077,2,3,No,11.9
EMP4870,60,Operations,5,21,13701,3,4,No,24.5
EMP4871,51,Sales,3,26,11797,3,4,No,14.6
EMP4872,25,Sales,2,3,7072,4,3,Yes,9.1
EMP4873,40,Engineering,2,11,9884,4,3,No,21
EMP4874,31,Operations,1,4,4155,4,2,No,8.4
EMP4875,27,Sales,1,1,5765,4,2,Yes,11.8
EMP4876,24,Marketing,1,0,5469,2,2,No,2.7
EMP4877,42,Finance,2,14,9881,3,4,No,15.2
EMP4878,31,HR,2,3,6496,3,3,No,12.5
EMP4879,47,Engineering,4,11,15058,3,1,Yes,7.5
EMP4880,47,Engineering,5,16,17205,4,1,No,7.8
EMP4881,51,Sales,1,0,4576,4,3,No,5.6
EMP4882,29,Engineering,3,5,11188,2,3,No,17.2
EMP4883,42,Sales,3,17,10706,2,3,Yes,4.7
EMP4884,44,Finance,5,21,17652,4,4,No,13.7
EMP4885,33,Operations,1,0,4676,2,3,No,6.4
EMP4886,30,Marketing,2,2,6807,4,2,No,9.9
EMP4887,54,Finance,3,13,11375,4,3,No,15.7
EMP4888,40,HR,1,1,3912,3,3,No,13.9
EMP4889,44,Sales,3,5,9582,5,3,No,13.6
EMP4890,29,Sales,2,3,6568,1,2,No,5.5
EMP4891,25,Engineering,1,1,6417,3,3,Yes,7.2
EMP4892,32,Operations,3,6,8432,4,3,No,8.8
EMP4893,36,IT,1,4,6202,5,4,Yes,18.7
EMP4894,27,Engineering,2,3,8917,5,3,No,16.6
EMP4895,37,Engineering,2,10,10295,1,4,No,7.2
EMP4896,22,Engineering,1,0,6336,4,4,No,4.3
EMP4897,26,Engineering,2,3,8245,1,3,No,13.2
EMP4898,44,Marketing,3,21,12317,4,1,No,3.6
EMP4899,44,Finance,2,3,8965,4,2,No,6.2
EMP4900,34,Operations,2,4,6632,5,3,No,5.9
EMP4901,27,Marketing,3,5,10315,3,4,Yes,5.2
EMP4902,27,Engineering,1,4,7470,5,3,Yes,11.8
EMP4903,34,IT,2,3,8651,5,2,Yes,3.4
EMP4904,44,Finance,4,12,13869,3,3,No,8.7
EMP4905,47,Engineering,2,3,9064,3,4,No,7.6
EMP4906,33,Engineering,2,9,10393,3,1,Yes,6.9
EMP4907,26,Operations,2,3,6250,3,2,No,6.4
EMP4908,40,Engineering,1,0,5426,4,2,Yes,6
EMP4909,29,HR,1,4,4779,2,3,No,6.9
EMP4910,32,Engineering,3,7,12314,3,4,Yes,9.8
EMP4911,51,Operations,3,6,8659,3,3,No,5.1
EMP4912,46,HR,2,4,6419,3,4,No,9.9
EMP4913,39,Marketing,2,2,7280,3,3,No,14
EMP4914,25,Operations,2,2,6062,3,3,Yes,19.7
EMP4915,40,IT,4,16,15795,4,3,No,22.2
EMP4916,48,Operations,3,22,9968,3,1,No,13.6
EMP4917,34,Sales,2,12,8145,5,4,Yes,17.9
EMP4918,51,Engineering,3,14,12408,3,3,No,11.9
EMP4919,50,Engineering,3,26,14683,4,4,Yes,13.8
EMP4920,54,Sales,4,19,12881,3,4,No,9.7
EMP4921,41,IT,4,13,14962,4,4,No,24.1
EMP4922,43,Operations,3,20,10630,3,2,Yes,12.1
EMP4923,52,HR,4,12,11295,3,4,No,16.4
EMP4924,42,Sales,3,11,9802,3,2,No,11.8
EMP4925,32,Sales,3,7,8619,3,3,Yes,6.5
EMP4926,33,Engineering,2,6,9817,3,3,No,21
EMP4927,40,Sales,2,8,7668,3,2,No,3.6
EMP4928,25,Marketing,1,2,4820,3,2,No,16.7
EMP4929,36,Marketing,2,2,7665,5,3,Yes,15.4
EMP4930,48,Operations,4,10,10460,3,4,Yes,3.2
EMP4931,22,Sales,1,0,4967,4,3,No,15.5
EMP4932,53,Engineering,3,9,11519,3,4,Yes,5.9
EMP4933,49,Operations,1,0,4137,4,1,No,7.3
EMP4934,33,HR,1,0,4215,4,3,Yes,5.4
EMP4935,43,Sales,3,12,9366,3,4,Yes,8.5
EMP4936,38,Sales,3,13,10311,4,3,Yes,18.5
EMP4937,50,Operations,1,0,4716,4,3,No,9.1
EMP4938,47,Finance,1,1,5548,2,2,No,1.9
EMP4939,23,Operations,1,1,4546,4,4,No,2.4
EMP4940,43,Sales,3,6,8602,4,4,No,13.1
EMP4941,35,Operations,2,8,8510,2,3,No,11.9
EMP4942,38,Finance,2,3,8153,3,3,No,6.9
EMP4943,30,Sales,1,1,4815,4,4,Yes,1.2
EMP4944,55,IT,5,18,17646,5,3,No,4
EMP4945,48,Marketing,4,25,14419,4,4,No,18.9
EMP4946,30,IT,2,4,9202,3,3,No,3.5
EMP4947,24,Operations,1,0,3000,4,3,No,8.5
EMP4948,34,Engineering,2,7,8538,1,3,Yes,3.3
EMP4949,42,Marketing,3,12,10960,3,2,No,16.1
EMP4950,40,Engineering,3,11,12266,4,2,No,10.7
EMP4951,50,Finance,3,18,13022,1,3,No,9.9
EMP4952,45,Marketing,3,8,9941,4,4,No,12.3
EMP4953,47,Operations,3,9,8074,4,3,No,2.9
EMP4954,41,Sales,4,18,12566,2,4,No,7
EMP4955,24,Finance,1,1,5516,4,3,No,10.3
EMP4956,36,Engineering,4,11,14308,3,4,Yes,5.2
EMP4957,48,Sales,2,13,8643,3,3,No,2.8
EMP4958,37,Operations,3,7,8788,3,4,No,37.2
EMP4959,43,Sales,5,15,13457,4,3,Yes,17.3
EMP4960,34,Sales,1,0,3733,3,4,Yes,9.4
EMP4961,27,Sales,2,3,6927,4,3,No,21.1
EMP4962,36,Engineering,1,3,5971,2,3,No,27.8
EMP4963,41,Engineering,2,5,8670,3,4,Yes,28.1
EMP4964,31,Finance,1,1,5595,3,1,No,1
EMP4965,35,Finance,3,6,10823,3,3,No,13.8
EMP4966,28,Engineering,2,4,9251,3,4,Yes,5.8
EMP4967,49,Engineering,2,9,10278,4,2,No,6.5
EMP4968,35,Sales,3,5,8618,4,4,No,6.1
EMP4969,52,Finance,3,26,14093,3,3,No,12.5
EMP4970,53,Engineering,3,13,12662,4,3,Yes,7.7
EMP4971,37,Sales,3,5,9438,2,3,Yes,5.5
EMP4972,27,Sales,3,5,8425,5,3,No,10
EMP4973,22,Engineering,1,0,6262,4,3,Yes,17.2
EMP4974,23,Finance,1,1,5236,2,4,Yes,11.6
EMP4975,24,Sales,1,1,4196,4,2,Yes,8.8
EMP4976,51,Engineering,4,26,16871,3,3,No,7.6
EMP4977,39,Sales,2,11,6898,5,2,No,4
EMP4978,41,IT,2,7,9663,3,4,No,3.9
EMP4979,22,Finance,1,0,5063,3,1,No,15.2
EMP4980,26,Sales,1,1,4419,4,1,Yes,22.4
EMP4981,46,Sales,3,15,9866,4,4,No,10.4
EMP4982,40,Operations,3,7,9084,4,3,Yes,1.3
EMP4983,36,Sales,2,8,7633,3,2,No,12.8
EMP4984,43,IT,3,12,12515,4,3,Yes,5.9
EMP4985,54,Engineering,4,28,17484,5,2,No,12
EMP4986,35,Sales,2,3,6834,5,4,No,14.7
EMP4987,38,Finance,4,16,14666,4,3,No,11.3
EMP4988,39,Marketing,4,16,13874,4,2,No,4.5
EMP4989,60,IT,1,0,5226,5,3,No,13.1
EMP4990,22,Operations,1,0,3914,1,2,No,8.2
EMP4991,44,Engineering,3,19,13124,3,3,Yes,21.3
EMP4992,36,Finance,2,12,9799,3,3,No,8.8
EMP4993,43,Operations,3,13,9730,3,3,Yes,18.5
EMP4994,31,HR,1,0,4359,5,4,No,9.9
EMP4995,37,Engineering,3,12,11324,5,4,Yes,13.5
EMP4996,45,Sales,1,1,4433,5,2,Yes,3.3
EMP4997,60,Engineering,3,26,13509,2,1,Yes,6.6
EMP4998,46,Operations,4,13,12165,4,3,No,11.8
EMP4999,29,Engineering,1,0,6063,4,3,No,6.9
EMP5000,33,Engineering,2,4,8591,4,2,No,9.5
EMP5001,33,Operations,2,6,6718,4,4,Yes,3.5
EMP5002,22,Sales,1,0,4490,5,4,No,22
EMP5003,34,Marketing,1,2,6288,5,4,No,17.1
EMP5004,45,Operations,3,13,9413,1,3,No,21.7
EMP5005,25,Engineering,2,3,8942,3,3,No,8.2
EMP5006,48,Engineering,3,13,12453,5,2,No,10.7
EMP5007,42,HR,4,14,11954,3,4,Yes,8.4
EMP5008,30,Finance,2,4,9086,2,2,Yes,5.4
EMP5009,36,HR,1,4,3621,3,2,No,5.6
EMP5010,53,Sales,4,28,14526,3,1,No,14
EMP5011,45,Sales,5,20,14924,3,3,No,17.9
EMP5012,38,Finance,1,1,5262,4,4,No,15.4
EMP5013,35,Engineering,1,1,5653,4,2,No,3.4
EMP5014,38,Operations,3,8,7744,3,2,No,5
EMP5015,32,Marketing,4,10,12821,5,2,No,21.5
EMP5016,22,Marketing,1,0,4320,5,3,No,4.3
EMP5017,58,IT,4,27,16964,5,3,Yes,9.1
EMP5018,39,Sales,3,9,8905,4,1,Yes,20.1
EMP5019,41,Sales,5,17,13652,4,3,No,3.7
EMP5020,37,Marketing,2,3,7475,3,1,No,9.2
EMP5021,30,Sales,2,7,7975,3,4,Yes,24.5
EMP5022,36,Marketing,1,1,4766,5,2,No,9.2
EMP5023,22,IT,1,0,5770,4,3,Yes,6.5
EMP5024,60,Operations,4,19,12141,3,3,No,1.5
EMP5025,25,Marketing,1,1,5110,4,3,No,3.2
EMP5026,27,Operations,2,4,6634,3,3,No,8.7
EMP5027,33,Sales,1,0,4508,3,3,Yes,6.5
EMP5028,50,HR,5,15,11779,1,1,No,10.1
EMP5029,38,Engineering,2,6,9952,4,1,Yes,21.5
EMP5030,25,Engineering,1,0,6197,3,3,No,5.5
EMP5031,50,Sales,5,27,15643,3,2,No,16.2
EMP5032,45,Operations,1,0,3700,2,4,No,3.7
EMP5033,43,Operations,4,17,11607,2,3,No,15.6
EMP5034,45,Finance,2,3,8587,3,4,No,3.6
EMP5035,60,Sales,5,19,13884,5,3,No,12.1
EMP5036,59,Engineering,5,35,20430,3,1,Yes,4.6
EMP5037,31,IT,3,8,11597,4,2,No,13.2
EMP5038,54,Marketing,5,30,16696,3,1,No,44.2
EMP5039,41,Marketing,3,5,9264,3,3,Yes,9.1
EMP5040,42,IT,2,2,8282,4,2,No,13.9
EMP5041,22,Marketing,1,0,3774,4,3,No,6.4
EMP5042,36,Marketing,3,5,9629,3,3,No,11.3
EMP5043,29,Engineering,2,4,8342,4,3,No,5.2
EMP5044,46,Engineering,4,22,17091,4,3,No,15.1
EMP5045,48,Finance,2,6,8322,3,1,No,13.9
EMP5046,22,Engineering,1,0,6369,2,2,Yes,8.2
EMP5047,37,Marketing,2,7,8242,3,4,Yes,9
EMP5048,49,Engineering,2,3,8455,3,4,No,15.9
EMP5049,36,Sales,1,0,4675,4,1,Yes,5.6
EMP5050,45,HR,3,5,8800,4,4,No,1.4
EMP5051,41,Sales,2,4,6924,3,3,No,11.1
EMP5052,41,Operations,3,12,9182,4,4,No,3.4
EMP5053,35,Engineering,2,2,8890,4,3,No,18.4
EMP5054,25,Marketing,2,3,7692,4,2,No,18.1
EMP5055,26,Engineering,1,4,6415,4,2,No,14.1
EMP5056,45,Engineering,2,4,7547,4,3,No,10.3
EMP5057,38,Engineering,3,12,12154,5,3,No,16.1
EMP5058,36,IT,3,8,10987,5,1,Yes,8.2
EMP5059,33,Engineering,3,9,12138,2,3,Yes,7.5
EMP5060,34,Operations,2,2,6768,1,1,No,13.3
EMP5061,48,Sales,4,22,13443,3,4,No,7.3
EMP5062,34,Sales,2,8,7251,3,3,Yes,1
EMP5063,24,Operations,2,2,6311,3,4,Yes,3.5
EMP5064,45,Marketing,3,12,10790,3,1,No,16.4
EMP5065,35,HR,3,10,8960,5,2,No,13.2
EMP5066,38,Engineering,3,11,12738,4,3,Yes,9.3
EMP5067,54,Sales,1,3,5601,3,2,No,3.6
EMP5068,37,HR,3,9,8480,3,4,Yes,10.9
EMP5069,40,Operations,2,2,5281,4,4,No,10.9
EMP5070,26,Sales,1,0,3837,3,2,No,1.7
EMP5071,35,IT,3,8,11648,1,3,No,15.1
EMP5072,44,Engineering,1,0,5865,3,4,No,7.8
EMP5073,22,Marketing,1,0,5361,5,3,Yes,2.9
EMP5074,40,Sales,4,17,12968,4,3,Yes,9.5
EMP5075,39,Engineering,2,8,9618,3,3,Yes,4.9
EMP5076,38,Sales,2,8,6875,2,3,No,6.5
EMP5077,48,Sales,1,1,4930,4,3,No,3.5
EMP5078,41,IT,5,18,17919,5,3,No,10.7
EMP5079,52,Finance,4,27,16467,4,3,Yes,3.5
EMP5080,28,Finance,1,2,5437,3,2,No,16.8
EMP5081,39,Sales,4,15,13640,4,3,No,7.4
EMP5082,38,IT,3,12,11367,5,2,No,9
EMP5083,27,HR,1,2,4346,4,3,No,15
EMP5084,47,Operations,2,9,7587,4,4,No,10.7
EMP5085,60,Sales,5,31,16763,3,2,No,1.2
EMP5086,37,Engineering,1,1,6154,4,1,No,22.1
EMP5087,43,IT,3,5,11500,4,3,Yes,8.7
EMP5088,38,Engineering,2,5,9602,3,3,Yes,1.4
EMP5089,30,Operations,1,1,4403,4,3,No,3.2
EMP5090,22,Engineering,1,0,6114,1,1,Yes,3.5
EMP5091,30,HR,3,5,8270,5,4,No,16.9
EMP5092,24,Operations,1,1,4360,1,3,Yes,6.5
EMP5093,55,Marketing,4,12,13466,5,3,No,10.2
EMP5094,36,Finance,3,13,12348,5,2,No,5.4
EMP5095,34,Sales,1,4,4946,3,3,No,11.6
EMP5096,46,Sales,2,6,6840,3,1,No,5.2
EMP5097,26,Sales,1,4,5486,2,3,No,3.3
EMP5098,30,HR,2,4,6242,2,3,No,5.3
EMP5099,38,Operations,1,0,3903,3,4,No,10.7
EMP5100,48,Engineering,4,24,16560,3,3,No,9
EMP5101,43,Marketing,2,2,7624,4,3,Yes,15.8
EMP5102,40,Operations,4,17,11557,3,4,No,8.3
EMP5103,38,Sales,3,7,9872,4,3,No,27.5
EMP5104,42,Operations,1,1,3851,4,1,No,13
EMP5105,40,IT,2,3,8319,1,3,Yes,3.1
EMP5106,27,Sales,1,1,4184,2,3,No,27.4
EMP5107,38,Sales,3,12,9290,4,3,Yes,13.5
EMP5108,27,Sales,1,1,4251,2,3,Yes,7.4
EMP5109,38,Operations,3,9,8655,4,3,No,2.1
EMP5110,33,Sales,1,1,4440,3,3,No,12.6
EMP5111,60,Finance,5,29,17567,4,1,No,25.7
EMP5112,37,Engineering,3,12,12003,3,2,No,4.2
EMP5113,23,Operations,1,0,4289,4,3,No,14.2
EMP5114,36,Operations,3,11,8858,3,3,No,3.1
EMP5115,43,IT,2,4,9240,4,2,No,12.3
EMP5116,54,Engineering,4,22,16379,1,4,Yes,2.3
EMP5117,32,Sales,1,0,4796,3,4,Yes,5.6
EMP5118,22,Sales,1,0,4313,3,3,No,4.2
EMP5119,46,Engineering,1,1,6607,3,4,No,1.3
EMP5120,24,HR,2,2,4733,5,3,Yes,3.2
EMP5121,33,IT,4,10,14313,2,3,Yes,1.4
EMP5122,35,Operations,3,5,9075,2,3,No,8.5
EMP5123,37,Sales,1,1,3921,2,2,No,16.1
EMP5124,44,Operations,5,15,13546,2,1,No,8.7
EMP5125,31,Sales,2,3,6945,2,2,Yes,7
EMP5126,35,Sales,2,9,6936,4,3,No,3
EMP5127,37,Operations,4,15,11664,2,2,No,4.9
EMP5128,39,IT,3,5,11360,2,4,No,1
EMP5129,38,Sales,3,12,9854,4,2,No,9.6
EMP5130,42,Operations,4,11,11460,3,4,No,9
EMP5131,46,Operations,4,22,13041,2,4,No,10.4
EMP5132,41,Sales,2,9,8057,5,2,No,21.7
EMP5133,42,Engineering,1,4,7300,4,3,Yes,5.1
EMP5134,22,Finance,1,0,5094,4,4,No,10.8
EMP5135,38,Operations,3,7,8348,5,4,Yes,1.6
EMP5136,42,Engineering,3,5,11220,5,4,No,2.9
EMP5137,45,Sales,2,4,6644,2,4,Yes,16.7
EMP5138,31,Marketing,2,3,7204,2,2,No,2.9
EMP5139,31,Finance,2,5,8382,4,2,No,8.4
EMP5140,32,HR,2,5,6157,4,3,No,8
EMP5141,43,Sales,4,21,12506,3,3,No,20
EMP5142,48,Operations,5,16,13716,3,2,No,29.8
EMP5143,33,Marketing,3,5,9312,4,1,Yes,10.2
EMP5144,47,Operations,4,16,12427,4,3,No,12.3
EMP5145,39,IT,2,4,9123,4,2,Yes,13.9
EMP5146,36,Operations,3,6,7870,4,4,No,15.4
EMP5147,35,IT,1,0,5790,3,2,Yes,4.5
EMP5148,45,IT,3,16,12132,3,2,Yes,7.7
EMP5149,41,Marketing,3,12,11437,2,2,No,12.3
EMP5150,60,Finance,3,31,14552,5,2,No,5.2
EMP5151,29,Finance,2,6,8583,4,3,No,3.7
EMP5152,43,Marketing,4,21,14260,4,4,Yes,8.5
EMP5153,32,Sales,3,6,8913,2,3,Yes,9.9
EMP5154,29,Engineering,2,5,8820,4,3,No,6.3
EMP5155,37,Sales,1,4,5051,5,4,No,5.6
